download_ID,species,decimallongitude,decimallatitude,year
bien_519,Loudetia simplex,46.425167,-20.557225,2016
bien_520,Loudetia simplex,27.625,-26.875,2001
bien_521,Loudetia simplex,45.18,-22.552222,1956
bien_522,Loudetia simplex,46.95,-22,1953
bien_523,Loudetia simplex,47.016667,-20.116667,1968
bien_524,Loudetia simplex,30.625,-25.375,1979
bien_525,Loudetia simplex,47.016667,-20.116667,1960
bien_526,Loudetia simplex,30.125,-22.875,1994
bien_527,Loudetia simplex,47.483333,-18.8,1955
bien_528,Loudetia simplex,27.375,-26.375,1983
bien_529,Loudetia simplex,28.625,-25.375,1973
bien_530,Loudetia simplex,46.853968,-20.637788,2018
bien_531,Loudetia simplex,45.833333,-22.458333,1965
bien_532,Loudetia simplex,29.625,-29.125,1964
bien_533,Loudetia simplex,46.426,-20.554753,2016
bien_534,Loudetia simplex,27.625,-25.875,1917
bien_535,Loudetia simplex,37.05,-15.39,2007
bien_536,Loudetia simplex,46.95,-22,1953
bien_537,Loudetia simplex,30.625,-29.625,1977
bien_538,Loudetia simplex,46.633333,-20.583333,1984
bien_539,Loudetia simplex,29.125,-28.875,1973
bien_540,Loudetia simplex,47.740269,-18.750253,1954
bien_541,Loudetia simplex,46.844167,-20.629167,2011
bien_542,Loudetia simplex,47.154639,-18.0255,2017
bien_543,Loudetia simplex,47.15,-19.55,1962
bien_544,Loudetia simplex,29.875,-31.375,1986
bien_545,Loudetia simplex,47.433333,-19.033333,1950
bien_546,Loudetia simplex,46.8477777,-21.8513889,2010
bien_547,Loudetia simplex,30.875,-24.625,1976
bien_548,Loudetia simplex,28.375,-24.375,1977
bien_549,Loudetia simplex,27.375,-26.875,1975
bien_550,Loudetia simplex,45.25,-22.75,1967
bien_551,Loudetia simplex,30.875,-25.625,1987
bien_552,Loudetia simplex,31.125,-25.875,1993
bien_553,Loudetia simplex,46.570361,-20.618222,2016
bien_554,Loudetia simplex,47.137842,-20.935849,1912
bien_555,Loudetia simplex,30.875,-24.875,1976
bien_556,Loudetia simplex,29.625,-31.375,1985
bien_557,Loudetia simplex,21.2,8.76666,1983
bien_558,Loudetia simplex,45.842833,-22.452667,2014
bien_559,Loudetia simplex,-0.316667,11.9,1993
bien_560,Loudetia simplex,21.31666,8.41666,1983
bien_561,Loudetia simplex,30.875,-24.625,1979
bien_562,Loudetia simplex,45.1,-22.783333,1956
bien_563,Loudetia simplex,30.625,-24.875,1976
bien_564,Loudetia simplex,45.368889,-22.614444,1971
bien_565,Loudetia simplex,-0.316667,11.9,1991
bien_566,Loudetia simplex,30.625,-24.875,1980
bien_567,Loudetia simplex,46.618694,-20.614056,2013
bien_568,Loudetia simplex,30.875,-25.125,1983
bien_569,Loudetia simplex,29.375,-29.125,1950
bien_570,Loudetia simplex,30.875,-25.125,1985
bien_571,Loudetia simplex,47.030848,-18.988319,1970
bien_572,Loudetia simplex,45.3875,-22.541111,1956
bien_573,Loudetia simplex,47.2841666,-18.6363889,2012
bien_574,Loudetia simplex,46.890861,-22.135306,2011
bien_575,Loudetia simplex,45.35,-22.55,1990
bien_576,Loudetia simplex,30.125,-24.125,1984
bien_577,Loudetia simplex,47.030848,-18.988319,1970
bien_578,Loudetia simplex,32.375,-28.125,1983
bien_579,Loudetia simplex,46.589417,-20.578833,2014
bien_580,Loudetia simplex,29.125,-23.125,1961
bien_581,Loudetia simplex,30.125,-24.125,NA
bien_582,Loudetia simplex,29.875,-29.125,1936
bien_583,Loudetia simplex,45.833333,-22.458333,1965
bien_584,Loudetia simplex,28.125,-25.875,1943
bien_585,Loudetia simplex,47.745205,-18.748684,1954
bien_586,Loudetia simplex,30.375,-25.625,1976
bien_587,Loudetia simplex,30.125,-25.375,1987
bien_588,Loudetia simplex,31.125,-28.625,1942
bien_589,Loudetia simplex,45.833333,-22.416667,1956
bien_590,Loudetia simplex,46.41583,-20.56988,2016
bien_591,Loudetia simplex,30.125,-29.375,1918
bien_592,Loudetia simplex,28.125,-26.625,1970
bien_593,Loudetia simplex,47.2852777,-18.64,2012
bien_594,Loudetia simplex,46.58175,-20.577361,2013
bien_595,Loudetia simplex,47.095833,-20.2325,1975
bien_596,Loudetia simplex,46.95,-19.4,1955
bien_597,Loudetia simplex,31.125,-28.625,1986
bien_598,Loudetia simplex,30.125,-25.625,1976
bien_599,Loudetia simplex,30.125,-29.375,1919
bien_600,Loudetia simplex,30.875,-25.125,1985
bien_601,Loudetia simplex,45.3925,-22.553056,1951
bien_602,Loudetia simplex,28.375,-24.375,1942
bien_603,Loudetia simplex,-2.18028,12.20306,2008
bien_604,Loudetia simplex,46.95,-22,1953
bien_605,Loudetia simplex,28.875,-23.125,1989
bien_606,Loudetia simplex,46.423028,-20.565943999999998,2016
bien_607,Loudetia simplex,44.533333,-22.9,1956
bien_608,Loudetia simplex,30.375,-25.625,1906
bien_609,Loudetia simplex,30.375,-26.375,1984
bien_610,Loudetia simplex,30.625,-25.125,1934
bien_611,Loudetia simplex,47.513509,-19.149753,1962
bien_612,Loudetia simplex,47.116667,-20.65,1955
bien_613,Loudetia simplex,45.359444,-22.564722,1955
bien_614,Loudetia simplex,46.35,-22.2,1975
bien_615,Loudetia simplex,28.375,-25.875,1985
bien_616,Loudetia simplex,-4.491944,10.929167,2002
bien_617,Loudetia simplex,28.125,-25.625,1936
bien_618,Loudetia simplex,31.125,-25.875,1992
bien_619,Loudetia simplex,46.58293,-20.58081,2016
bien_620,Loudetia simplex,29.875,-29.125,1932
bien_621,Loudetia simplex,30.875,-25.125,1976
bien_622,Loudetia simplex,28.125,-26.125,1937
bien_623,Loudetia simplex,46.826389,-20.635833,1956
bien_624,Loudetia simplex,46.570778,-20.618972,2016
bien_625,Loudetia simplex,30.875,-29.375,1965
bien_626,Loudetia simplex,45.833333,-22.416667,1965
bien_627,Loudetia simplex,28.125,-25.875,1956
bien_628,Loudetia simplex,28.125,-26.625,1971
bien_629,Loudetia simplex,29.125,-25.375,1981
bien_630,Loudetia simplex,26.125,-26.125,1947
bien_631,Loudetia simplex,21.28333,8.41666,1985
bien_632,Loudetia simplex,32.375,-26.875,1985
bien_633,Loudetia simplex,30.375,-30.625,1968
bien_634,Loudetia simplex,45.55,-21.416667,1912
bien_635,Loudetia simplex,27.875,-26.125,1983
bien_636,Loudetia simplex,30.625,-24.875,1976
bien_637,Loudetia simplex,46.583333,-21.15,1881
bien_638,Loudetia simplex,30.125,-25.625,1976
bien_639,Loudetia simplex,29.375,-25.375,1967
bien_640,Loudetia simplex,47.095833,-20.2325,1964
bien_641,Loudetia simplex,29.625,-29.125,1964
bien_642,Loudetia simplex,30.375,-23.125,1951
bien_643,Loudetia simplex,27.875,-26.125,1982
bien_644,Loudetia simplex,27.125,-25.625,1970
bien_645,Loudetia simplex,46.575444,-20.605528,2016
bien_646,Loudetia simplex,47.016667,-20.116667,1970
bien_647,Loudetia simplex,47.516667,-19.8,1962
bien_648,Loudetia simplex,29.375,-25.375,1976
bien_649,Loudetia simplex,44.516667,-22.45,1967
bien_650,Loudetia simplex,29.875,-23.875,1878
bien_651,Loudetia simplex,30.875,-24.625,1962
bien_652,Loudetia simplex,30.125,-30.875,1977
bien_653,Loudetia simplex,44.783333,-17.583333,1966
bien_654,Loudetia simplex,46.425167,-20.557225,2016
bien_655,Loudetia simplex,45.350861,-22.580056,2017
bien_656,Loudetia simplex,29.625,-24.125,1974
bien_657,Loudetia simplex,46.403944,-20.555056,2016
bien_658,Loudetia simplex,47.2802778,-18.6383333,2012
bien_659,Loudetia simplex,46.429083,-20.553869,2016
bien_660,Loudetia simplex,47.249396,-18.591828,1954
bien_661,Loudetia simplex,31.125,-25.875,1993
bien_662,Loudetia simplex,21.2,9.28333,1983
bien_663,Loudetia simplex,46.116667,-22.75,1965
bien_664,Loudetia simplex,45.373194,-22.536306,2013
bien_665,Loudetia simplex,46.733333,-19.05,1963
bien_666,Loudetia simplex,47.033333,-19.85,1913
bien_667,Loudetia simplex,-4.76667,10.63333,1958
bien_668,Loudetia simplex,45.782458,-23.324464,1963
bien_669,Loudetia simplex,30.875,-26.125,1984
bien_670,Loudetia simplex,46.810722,-21.863806,2014
bien_671,Loudetia simplex,45.1383333,-21.3180556,2010
bien_672,Loudetia simplex,45.25,-22.75,1967
bien_673,Loudetia simplex,30.875,-24.875,1976
bien_674,Loudetia simplex,30.375,-25.125,1929
bien_675,Loudetia simplex,30.625,-24.875,2005
bien_676,Loudetia simplex,45.608139,-22.4955,2017
bien_677,Loudetia simplex,45.833333,-22.416667,NA
bien_678,Loudetia simplex,30.375,-25.625,1904
bien_679,Loudetia simplex,30.375,-27.375,1978
bien_680,Loudetia simplex,30.125,-24.125,1981
bien_681,Loudetia simplex,46.833333,-16.95,1900
bien_682,Loudetia simplex,46.844047,-20.629523,2018
bien_683,Loudetia simplex,27.125,-25.625,1970
bien_684,Loudetia simplex,46.579722,-20.579722,2013
bien_685,Loudetia simplex,30.875,-25.125,1972
bien_686,Loudetia simplex,29.125,-23.125,1947
bien_687,Loudetia simplex,45.373194,-22.536306,2013
bien_688,Loudetia simplex,30.875,-25.375,1979
bien_689,Loudetia simplex,47.111111,-20.763889,2016
bien_690,Loudetia simplex,46.42338,-20.55722,2016
bien_691,Loudetia simplex,47.05,-20.066667,1912
bien_692,Loudetia simplex,30.875,-29.875,1993
bien_693,Loudetia simplex,46.407028,-20.546167,2016
bien_694,Loudetia simplex,46.8372222,-21.8358333,2010
bien_695,Loudetia simplex,28.125,-26.125,1879
bien_696,Loudetia simplex,29.875,-31.375,1984
bien_697,Loudetia simplex,47.05,-19.883333,1928
bien_698,Loudetia simplex,47.373056,-18.695278,1954
bien_699,Loudetia simplex,30.875,-25.375,1975
bien_700,Loudetia simplex,46.582861,-20.577694,2013
bien_701,Loudetia simplex,47.2,-19.416667,1955
bien_702,Loudetia simplex,45.4,-22.55,1956
bien_703,Loudetia simplex,45.25,-22.75,1956
bien_704,Loudetia simplex,47.05,-19.866667,1928
bien_705,Loudetia simplex,30.875,-25.125,1996
bien_706,Loudetia simplex,46.633333,-20.583333,1964
bien_707,Loudetia simplex,45.350861,-22.580056,2017
bien_708,Loudetia simplex,30.875,-25.625,1972
bien_709,Loudetia simplex,-0.3,11.7,1996
bien_710,Loudetia simplex,46.583333,-20.65,1955
bien_711,Loudetia simplex,46.65,-19.866667,1955
bien_712,Loudetia simplex,29.625,-29.375,1984
bien_713,Loudetia simplex,46.407028,-20.546167,2016
bien_714,Loudetia simplex,30.125,-25.625,1955
bien_715,Loudetia simplex,47.111111,-20.763889,2016
bien_716,Loudetia simplex,30.625,-25.375,1975
bien_717,Loudetia simplex,28.125,-25.625,1929
bien_718,Loudetia simplex,30.125,-29.375,1917
bien_719,Loudetia simplex,45.357611,-22.622194,2017
bien_720,Loudetia simplex,47.2,-19.416667,1957
bien_721,Loudetia simplex,29.625,-29.125,1937
bien_722,Loudetia simplex,30.125,-28.125,1944
bien_723,Loudetia simplex,29.375,-25.625,1961
bien_724,Loudetia simplex,27.875,-25.625,1958
bien_725,Loudetia simplex,45.357278,-22.617389,2018
bien_726,Loudetia simplex,30.10194,-29.44306,1900
bien_727,Loudetia simplex,32.74889,-18.419167,1999
bien_728,Loudetia simplex,46.582861,-20.577694,2013
bien_729,Loudetia simplex,31.125,-25.875,2008
bien_730,Loudetia simplex,29.375,-24.125,1997
bien_731,Loudetia simplex,30.125,-25.625,1983
bien_732,Loudetia simplex,46.844167,-20.629167,2011
bien_733,Loudetia simplex,46.57576,-20.6043,2016
bien_734,Loudetia simplex,35.1628,-8.26259,2012
bien_735,Loudetia simplex,46.58293,-20.58081,2016
bien_736,Loudetia simplex,30.875,-24.625,1976
bien_737,Loudetia simplex,46.57196,-20.61739,2016
bien_738,Loudetia simplex,46.844167,-20.629167,2011
bien_739,Loudetia simplex,46.423028,-20.565943999999998,2016
bien_740,Loudetia simplex,-4.766667,10.633333,1989
bien_741,Loudetia simplex,46.583222,-20.581833,2016
bien_742,Loudetia simplex,47.15,-20.333333,1960
bien_743,Loudetia simplex,28.125,-25.625,1929
bien_744,Loudetia simplex,47.416667,-19.383333,1961
bien_745,Loudetia simplex,30.875,-24.625,1979
bien_746,Loudetia simplex,46.853968,-20.637788,2018
bien_747,Loudetia simplex,-8.06667,10.86667,1970
bien_748,Loudetia simplex,46.57576,-20.6043,2016
bien_749,Loudetia simplex,27.625,-25.875,1961
bien_750,Loudetia simplex,30.125,-25.125,1996
bien_751,Loudetia simplex,46.403944,-20.555056,2016
bien_752,Loudetia simplex,28.375,-24.125,1993
bien_753,Loudetia simplex,47.15,-20.25,1964
bien_754,Loudetia simplex,30.125,-25.625,1976
bien_755,Loudetia simplex,47.516667,-20.216667,1953
bien_756,Loudetia simplex,29.625,-29.625,1979
bien_757,Loudetia simplex,27.125,-27.125,1934
bien_758,Loudetia simplex,47.016667,-20.116667,1968
bien_759,Loudetia simplex,28.375,-26.625,1970
bien_760,Loudetia simplex,46.579556,-20.566889,2013
bien_761,Loudetia simplex,27.875,-26.125,1983
bien_762,Loudetia simplex,28.125,-25.625,1930
bien_763,Loudetia simplex,28.625,-25.625,1974
bien_764,Loudetia simplex,30.625,-25.125,1975
bien_765,Loudetia simplex,1.45,10.45,1999
bien_766,Loudetia simplex,29.125,-23.125,1955
bien_767,Loudetia simplex,46.6207,-20.55547,2016
bien_768,Loudetia simplex,45.359444,-22.564722,1955
bien_769,Loudetia simplex,28.125,-26.625,1971
bien_770,Loudetia simplex,30.625,-24.875,1989
bien_771,Loudetia simplex,29.625,-29.125,1964
bien_772,Loudetia simplex,-0.35,11.733,1996
bien_773,Loudetia simplex,46.42338,-20.55722,2016
bien_774,Loudetia simplex,46.05,-22.483333,1965
bien_775,Loudetia simplex,46.826389,-20.635833,1956
bien_776,Loudetia simplex,47.126861,-17.965639,2017
bien_777,Loudetia simplex,-1.466,11.166,2000
bien_778,Loudetia simplex,30.875,-24.875,1978
bien_779,Loudetia simplex,30.625,-24.625,1979
bien_780,Loudetia simplex,47.11805,-20.23611,1992
bien_781,Loudetia simplex,28.125,-25.625,1936
bien_782,Loudetia simplex,-0.316,11.716,1996
bien_783,Loudetia simplex,47.197246,-18.528597,1954
bien_784,Loudetia simplex,30.875,-25.875,1972
bien_785,Loudetia simplex,46.56557,-20.60271,2016
bien_786,Loudetia simplex,45.358361,-22.599028,2017
bien_787,Loudetia simplex,-1.417,11.05,NA
bien_788,Loudetia simplex,28.125,-25.625,1936
bien_789,Loudetia simplex,31.125,-28.625,1980
bien_790,Loudetia simplex,30.875,-29.875,1957
bien_791,Loudetia simplex,45.25,-22.75,1954
bien_792,Loudetia simplex,27.875,-24.375,1983
bien_793,Loudetia simplex,29.375,-28.625,1920
bien_794,Loudetia simplex,28.125,-25.625,1924
bien_795,Loudetia simplex,31.125,-25.875,1975
bien_796,Loudetia simplex,45.357278,-22.617389,2018
bien_797,Loudetia simplex,47.083333,-21.433333,1944
bien_798,Loudetia simplex,47.383333,-20.233333,1961
bien_799,Loudetia simplex,28.125,-25.875,1922
bien_800,Loudetia simplex,29.625,-31.375,1998
bien_801,Loudetia simplex,47.466667,-19.166667,1954
bien_802,Loudetia simplex,30.125,-30.875,1937
bien_803,Loudetia simplex,46.579722,-20.567278,2013
bien_804,Loudetia simplex,30.875,-24.625,1999
bien_805,Loudetia simplex,47.416667,-19.516667,1955
bien_806,Loudetia simplex,29.375,-29.875,1980
bien_807,Loudetia simplex,30.875,-24.875,1975
bien_808,Loudetia simplex,46.65,-19.866667,1955
bien_809,Loudetia simplex,0.324867,12.155067,2002
bien_810,Loudetia simplex,31.125,-25.875,1971
bien_811,Loudetia simplex,47.28,-18.6380555,2012
bien_812,Loudetia simplex,47.2,-19.416667,1955
bien_813,Loudetia simplex,45.835278,-22.423056,1965
bien_814,Loudetia simplex,47.483333,-18.8,1955
bien_815,Loudetia simplex,30.875,-25.125,1962
bien_816,Loudetia simplex,46.6207,-20.55547,2016
bien_817,Loudetia simplex,47.016667,-20.116667,1967
bien_818,Loudetia simplex,45.833333,-22.416667,1956
bien_819,Loudetia simplex,47.05,-19.883333,1928
bien_820,Loudetia simplex,30.375,-25.125,1988
bien_821,Loudetia simplex,47.095833,-20.2325,1964
bien_822,Loudetia simplex,30.625,-26.125,1984
bien_823,Loudetia simplex,45.368889,-22.614444,1956
bien_824,Loudetia simplex,29.375,-25.875,1990
bien_825,Loudetia simplex,31.125,-25.875,1976
bien_826,Loudetia simplex,48.2,-17.883333,1911
bien_827,Loudetia simplex,-4.716,10.683,1997
bien_828,Loudetia simplex,47.516667,-19.8,1962
bien_829,Loudetia simplex,30.875,-25.125,1986
bien_830,Loudetia simplex,28.125,-25.625,1936
bien_831,Loudetia simplex,47.118056,-20.233611,1992
bien_832,Loudetia simplex,45.833333,-22.458333,1955
bien_833,Loudetia simplex,47.561303,-19.50042,1912
bien_834,Loudetia simplex,30.125,-25.375,1984
bien_835,Loudetia simplex,47.545666,-19.078289,1956
bien_836,Loudetia simplex,30.875,-25.125,1976
bien_837,Loudetia simplex,47.408333,-19.375,1953
bien_838,Loudetia simplex,30.625,-24.875,1976
bien_839,Loudetia simplex,30.875,-25.125,1976
bien_840,Loudetia simplex,27.375,-25.875,1985
bien_841,Loudetia simplex,28.125,-25.625,1916
bien_842,Loudetia simplex,28.125,-25.625,1936
bien_843,Loudetia simplex,47.2,-18,1952
bien_844,Loudetia simplex,29.875,-23.875,1941
bien_845,Loudetia simplex,46.407944,-20.546,2016
bien_846,Loudetia simplex,28.125,-25.625,1925
bien_847,Loudetia simplex,30.875,-24.875,1976
bien_848,Loudetia simplex,47.2,-19.416667,1955
bien_849,Loudetia simplex,37.05,-15.4,2007
bien_850,Loudetia simplex,30.125,-24.125,1986
bien_851,Loudetia simplex,47.084889,-17.885389,2017
bien_852,Loudetia simplex,30.875,-28.625,1956
bien_853,Loudetia simplex,46.573861,-20.612139,2014
bien_854,Loudetia simplex,47.15,-19.55,1963
bien_855,Loudetia simplex,45.833333,-22.416667,1965
bien_856,Loudetia simplex,46.116667,-22.75,1965
bien_857,Loudetia simplex,28.375,-25.625,1991
bien_858,Loudetia simplex,29.375,-25.625,1968
bien_859,Loudetia simplex,28.125,-26.125,1908
bien_860,Loudetia simplex,30.625,-27.125,1969
bien_861,Loudetia simplex,46.423806,-20.565528,2016
bien_862,Loudetia simplex,45.25,-22.75,1956
bien_863,Loudetia simplex,45.833333,-22.416667,1956
bien_864,Loudetia simplex,29.875,-29.125,1938
bien_865,Loudetia simplex,31.125,-25.875,1995
bien_866,Loudetia simplex,26.375,-25.625,1975
bien_867,Loudetia simplex,30.875,-28.625,1940
bien_868,Loudetia simplex,-4.833,10.866,2000
bien_869,Loudetia simplex,46.583,-20.577694,2013
bien_870,Loudetia simplex,30.125,-25.375,1990
bien_871,Loudetia simplex,30.125,-30.875,1977
bien_872,Loudetia simplex,46.423806,-20.565528,2016
bien_873,Loudetia simplex,30.625,-29.625,1958
bien_874,Loudetia simplex,45.4,-22.55,1956
bien_875,Loudetia simplex,30.625,-24.875,1976
bien_876,Loudetia simplex,30.875,-25.625,1973
bien_877,Loudetia simplex,29.375,-29.875,1982
bien_878,Loudetia simplex,45.25,-22.75,1967
bien_879,Loudetia simplex,31.125,-25.875,1976
bien_880,Loudetia simplex,47.2,-19.416667,1964
bien_881,Loudetia simplex,29.875,-31.375,1985
bien_882,Loudetia simplex,31.375,-25.125,1953
bien_883,Loudetia simplex,-2.05,11.15,NA
bien_884,Loudetia simplex,47.154639,-18.0255,2017
bien_885,Loudetia simplex,46.621,-20.5572,2016
bien_886,Loudetia simplex,29.375,-25.375,1967
bien_887,Loudetia simplex,31.125,-25.875,1983
bien_888,Loudetia simplex,30.875,-25.125,1976
bien_889,Loudetia simplex,29.375,-29.625,1998
bien_890,Loudetia simplex,30.875,-25.875,1986
bien_891,Loudetia simplex,30.125,-25.375,1988
bien_892,Loudetia simplex,46,-19.616667,1995
bien_893,Loudetia simplex,30.375,-25.625,1904
bien_894,Loudetia simplex,31.375,-25.125,1951
bien_895,Loudetia simplex,30.125,-30.625,1980
bien_896,Loudetia simplex,46.930556,-21.957222,2006
bien_897,Loudetia simplex,46.588222,-20.5795,2014
bien_898,Loudetia simplex,47.416667,-19.516667,1955
bien_899,Loudetia simplex,47.433333,-19.333333,1964
bien_900,Loudetia simplex,46.733333,-19.05,1938
bien_901,Loudetia simplex,29.875,-25.125,2005
bien_902,Loudetia simplex,45.220016,-22.697691,1961
bien_903,Loudetia simplex,29.625,-29.375,1980
bien_904,Loudetia simplex,-1.566,11.15,1997
bien_905,Loudetia simplex,30.875,-24.875,1976
bien_906,Loudetia simplex,46.42196,-20.56533,2016
bien_907,Loudetia simplex,47.416667,-19.516667,1955
bien_908,Loudetia simplex,45.833333,-22.416667,1965
bien_909,Loudetia simplex,30.625,-26.875,1996
bien_910,Loudetia simplex,31.125,-28.625,1986
bien_911,Loudetia simplex,28.125,-25.625,1929
bien_912,Loudetia simplex,30.875,-24.875,1976
bien_913,Loudetia simplex,30.375,-22.875,1978
bien_914,Loudetia simplex,44.891389,-22.762778,1956
bien_915,Loudetia simplex,30.81777,-25.00083,1996
bien_916,Loudetia simplex,47.2,-18.6,1954
bien_917,Loudetia simplex,47.2,-19.416667,1962
bien_918,Loudetia simplex,28.125,-26.125,1958
bien_919,Loudetia simplex,47.2,-19.416667,1957
bien_920,Loudetia simplex,46.579722,-20.579722,2013
bien_921,Loudetia simplex,28.375,-25.875,1976
bien_922,Loudetia simplex,28.875,-23.125,1991
bien_923,Loudetia simplex,30.125,-29.375,1908
bien_924,Loudetia simplex,46.621,-20.5572,2016
bien_925,Loudetia simplex,29.125,-28.875,1950
bien_926,Loudetia simplex,31.125,-17.875,1919
bien_927,Loudetia simplex,46.810722,-21.863806,2014
bien_928,Loudetia simplex,46.583,-20.577694,2013
bien_929,Loudetia simplex,45.37,-22.615,1951
bien_930,Loudetia simplex,46.633333,-20.583333,1984
bien_931,Loudetia simplex,45.349528,-22.626722,2014
bien_932,Loudetia simplex,28.375,-25.625,1967
bien_933,Loudetia simplex,30.125,-26.375,1924
bien_934,Loudetia simplex,30.625,-29.625,1926
bien_935,Loudetia simplex,47.745205,-18.748684,1954
bien_936,Loudetia simplex,45.835278,-22.423056,1965
bien_937,Loudetia simplex,28.875,-23.125,1991
bien_938,Loudetia simplex,30.875,-24.875,1989
bien_939,Loudetia simplex,0.625,6.625,1958
bien_940,Loudetia simplex,35.625,-15.875,1958
bien_941,Loudetia simplex,33.268611,-18.951113,1948
bien_942,Loudetia simplex,15.375,-12.875,1974
bien_943,Loudetia simplex,35.24166,-4.93111,2001
bien_944,Loudetia simplex,35.375,-15.375,1975
bien_945,Loudetia simplex,35.125556,-4.910556,2001
bien_946,Loudetia simplex,33.875,-10.625,2000
bien_947,Loudetia simplex,35.625,-15.875,1960
bien_948,Loudetia simplex,34.125,-11.625,1962
bien_949,Loudetia simplex,-0.009326,9.445043,1970
bien_950,Loudetia simplex,35.625,-15.875,1986
bien_951,Loudetia simplex,-2.485146,9.032162,1961
bien_952,Loudetia simplex,9.422641,6.408561,1973
bien_953,Loudetia simplex,-2.375,9.875,1963
bien_954,Loudetia simplex,-1.866667,9.216667,1963
bien_955,Loudetia simplex,-0.166667,9.35,1963
bien_956,Loudetia simplex,35.375,-15.375,1946
bien_957,Loudetia simplex,33.068611,-18.947501,1948
bien_958,Loudetia simplex,35.625,-15.875,NA
bien_959,Loudetia simplex,-8.3872,7.6894,2007
bien_960,Loudetia simplex,0.125,9.375,1957
bien_961,Loudetia simplex,33.221386,-18.948333,1948
bien_962,Loudetia simplex,33.875,-10.625,1979
bien_963,Loudetia simplex,35.12555,-4.91055,2001
bien_964,Loudetia simplex,-8.418422,7.637752,1949
bien_965,Loudetia simplex,33.875,-10.625,2000
bien_966,Loudetia simplex,0.125,7.375,1957
bien_967,Loudetia simplex,33.375,-12.125,1944
bien_968,Loudetia simplex,13.375,-14.875,2009
bien_969,Loudetia simplex,0.125,6.375,1993
bien_970,Loudetia simplex,-8.39,7.69,2007
bien_971,Loudetia simplex,0.125,9.375,1958
bien_972,Loudetia simplex,13.375,-14.875,2009
bien_973,Loudetia simplex,35.17972,-4.88055,2002
bien_974,Loudetia simplex,34.438373,-14.729314,1948
bien_975,Loudetia simplex,0.125,8.625,1957
bien_976,Loudetia simplex,35.375,-15.375,1981
bien_977,Loudetia simplex,34.8874,-10.8093,2012
bien_978,Loudetia simplex,33.120279,-18.01611,1941
bien_979,Loudetia simplex,3.394331,8.672557,1961
bien_980,Loudetia simplex,-2.933,11.75,NA
bien_981,Loudetia simplex,8.895642,9.982838,1946
bien_982,Loudetia simplex,36.804726,-15.170001,1943
bien_983,Loudetia simplex,28.530734,-25.759216,1974
bien_984,Loudetia simplex,8.895642,9.982838,1962
bien_985,Loudetia simplex,8.85833,9.896527,1962
bien_986,Loudetia simplex,0.05,6.31666,1993
bien_987,Loudetia simplex,9.172747,4.217399,1927
bien_988,Loudetia simplex,13.941667,7.229167,1981
bien_989,Loudetia simplex,13.418056,9.401389,1981
bien_990,Loudetia simplex,13.183333,9.016667,1979
bien_991,Loudetia simplex,14.666667,8.666667,1974
bien_992,Loudetia simplex,31.7031,-7.89573,2012
bien_993,Loudetia simplex,13.916667,8.55,1982
bien_994,Loudetia simplex,10.159121,5.963051,1959
bien_995,Loudetia simplex,13.916667,8.55,1976
bien_996,Loudetia simplex,10.61,6.35,2006
bien_997,Loudetia simplex,31.7018,-7.8908,2012
bien_998,Loudetia simplex,13.833333,7.166667,1986
bien_999,Loudetia simplex,9.22,4.17,1993
bien_1000,Loudetia simplex,9.82,5.03,1998
bien_1001,Loudetia simplex,13.833333,8.333333,1979
bien_1002,Loudetia simplex,13.418056,9.401389,1981
bien_1003,Loudetia simplex,10.875,5.625,1972
bien_1004,Loudetia simplex,36.81666,6.6,1984
bien_1005,Loudetia simplex,13.4,9.3,1974
bien_1006,Loudetia simplex,13.183333,9.016667,1975
bien_1007,Loudetia simplex,4.541814,8.479878,1971
bien_1008,Loudetia simplex,9.172747,4.217399,1945
bien_1009,Loudetia simplex,13.4,9.3,1974
bien_1010,Loudetia simplex,10.33,6.28,1996
bien_1011,Loudetia simplex,13.483333,9.333333,1985
bien_1012,Loudetia simplex,10.695697,6.583226,1963
bien_1013,Loudetia simplex,9.175,4.21667,1991
bien_1014,Loudetia simplex,35.16666,1.28333,1974
bien_1015,Loudetia simplex,38.6,-6.15,1990
bien_1016,Loudetia simplex,9.172747,4.217399,1930
bien_1017,Loudetia simplex,13.941667,7.229167,1982
bien_1018,Loudetia simplex,13.85,8.133333,1974
bien_1019,Loudetia simplex,13.833333,7.166667,1986
bien_1020,Loudetia simplex,37.43333,6.9,1984
bien_1021,Loudetia simplex,12.233333,5.3,1986
bien_1022,Loudetia simplex,13.941667,7.229167,1981
bien_1023,Loudetia simplex,38.96083,-8.31583,1998
bien_1024,Loudetia simplex,10.675977,6.224485,1958
bien_1025,Loudetia simplex,13.833333,7.166667,1986
bien_1026,Loudetia simplex,37.0545,-10.7598,2012
bien_1027,Loudetia simplex,10.32,6.27,1998
bien_1028,Loudetia simplex,9.175,4.21667,1991
bien_1029,Loudetia simplex,13.183333,9.016667,1984
bien_1030,Loudetia simplex,7.408282,6.864457,1973
bien_1031,Loudetia simplex,7.373265,6.842942,1942
bien_1032,Loudetia simplex,9.263224,4.155965,1929
bien_1033,Loudetia simplex,13.941667,7.229167,1981
bien_1034,Loudetia simplex,37.36666,7.28333,1984
bien_1035,Loudetia simplex,10.005974,5.758561,1962
bien_1036,Loudetia simplex,13.583333,7.316667,1982
bien_1037,Loudetia simplex,9.172747,4.217399,1929
bien_1038,Loudetia simplex,31.125,-26.375,1960
